ActivityName,Description,Website,ContactName,Email,Address,Category,AffiliatedWithCollege,College,RequiresDues,SkillLevel
Outdoor recreation Society,Join us as we weekly meetups for exploring new england’s trails. We aim to build community through tradition and practice.,https://knight.com/,Andrew Johnston,john63@taylor.com,"4080 William Road, Boston, MA 02116",Outdoor recreation,False,Tufts University,False,Advanced
Outdoor recreation Club,"We aim to hiking, camping, and outdoor adventure trips. Join us weekly as we grow our shared passion.",https://flores-parker.biz/,John Johnston,danielnathan@wilson.com,"068 Butler Extension, Boston, MA 02114",Outdoor recreation,False,Boston University,False,Advanced
Minds Board,"Be part of a community that connecting with nature and the outdoors. Open to all students, regardless of background or experience.",http://www.payne-contreras.org/,Matthew Sutton,theresalarson@king.com,"788 Smith Plaza, Boston, MA 02115",Outdoor recreation,True,University of Massachusetts Boston,True,Advanced
Roots Initiative,"Be part of a community that hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",https://www.adams-black.info/,Mary Wilson,kendra98@thompson.com,"3925 Rich Ranch, Boston, MA 02111",Cooking,True,Harvard,True,Intermediate
Cooking Team,"Students gather here to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://welch.biz/,David Marsh,waderonald@greene.info,"612 Spencer Parkways, Boston, MA 02114",Cooking,True,University of Massachusetts Boston,True,Advanced
Vibes Forum,"Our club encourages students to learning, sharing, and enjoying food together. Our discussions are informal, engaging, and open-minded.",http://www.clark.com/,Steven Smith,earellano@bennett.com,"8278 Jay Rapids, Boston, MA 02109",Cooking,False,Massachusetts Institute of Technology,True,Advanced
Creators of Cooking,"Join us as we hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",http://may.info/,Toni Gray,tklein@thomas.net,"8277 Norris Port, Boston, MA 02111",Cooking,False,Boston College,True,Advanced
Cooking Society,"Students gather here to learning, sharing, and enjoying food together. We aim to build community through tradition and practice.",https://www.guzman.com/,Kevin White,johnsonjoseph@dominguez.com,"83430 Robert Mount, Boston, MA 02111",Cooking,True,University of Massachusetts Boston,True,Advanced
Movement of Cooking,"Our mission is to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://www.blake.com/,Tiffany Foster,ianderson@gray.com,"033 Bowman Garden, Boston, MA 02118",Cooking,False,Northeastern,True,Beginner
Cooking Network,"We aim to workshops on cuisine, technique, and food cultures. Connect with peers through regular meetups and events.",http://www.allen.biz/,Nancy Moody,stewartmichael@phillips-scott.biz,"1037 Parrish Parkways, Boston, MA 02116",Cooking,True,Massachusetts Institute of Technology,False,Advanced
Thinkers Guild,"This group is designed to workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",http://www.smith.com/,Justin Espinoza,chatfield@price-morrison.org,"5401 Samuel Fort, Boston, MA 02114",Cooking,True,Massachusetts Institute of Technology,False,Beginner
Thinkers Club,"We come together to workshops on cuisine, technique, and food cultures. Join us weekly as we grow our shared passion.",https://mcmillan-crawford.info/,Michael Glover,millerderek@ford.com,"2714 Ray Place, Boston, MA 02113",Cooking,False,Tufts University,True,Intermediate
Cooking Circle,"An opportunity to hands-on cooking nights and recipe exchanges. Our discussions are informal, engaging, and open-minded.",https://williams.com/,Holly Carpenter,hardyjessica@clark.com,"568 Jessica Causeway, Boston, MA 02215",Cooking,False,Boston College,True,Advanced
Builders Coalition,"A space to workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",http://evans.com/,Morgan Arnold,danielbarron@martin-barton.com,"3983 Smith Way, Boston, MA 02115",Cooking,False,Tufts University,False,Advanced
Minds League,"Our club encourages students to hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",https://hendricks-stewart.com/,Mark Baxter,rossteresa@torres-arellano.com,"158 Douglas Brook, Boston, MA 02109",Cooking,True,Northeastern,True,Beginner
Cooking Coalition,"An opportunity to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",https://www.kent-lam.org/,Dominique Doyle,cohenlarry@reyes.com,"587 Figueroa Valleys, Boston, MA 02215",Cooking,False,Massachusetts Institute of Technology,True,Intermediate
Innovators Forum,"A space to learning, sharing, and enjoying food together. Our discussions are informal, engaging, and open-minded.",http://sanchez.com/,Connie Mcclure,alyssafarmer@young.biz,"4440 Ebony Forge, Boston, MA 02114",Cooking,False,Northeastern,False,Beginner
Cooking Studio,"Be part of a community that workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",http://perez-dudley.info/,Michael Bennett,danawilson@garcia.com,"47815 Robert Village, Boston, MA 02113",Cooking,True,Harvard,False,Advanced
Cooking Forum,"Students gather here to workshops on cuisine, technique, and food cultures. Our discussions are informal, engaging, and open-minded.",https://www.byrd.biz/,Amanda Tran,jessica53@arnold.biz,"7338 Dunn Forest, Boston, MA 02111",Cooking,False,Northeastern,True,Beginner
Thinkers Board,"An opportunity to hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",http://www.holland-anderson.net/,Chad Smith,robert62@duran-vega.info,"24161 Timothy Plains, Boston, MA 02111",Cooking,False,University of Massachusetts Boston,True,Beginner
Thinkers Alliance,"We come together to learning, sharing, and enjoying food together. Connect with peers through regular meetups and events.",http://www.smith.info/,Annette Cohen,wayne27@martin-perry.info,"992 Ayers Lodge, Boston, MA 02118",Cooking,True,Northeastern,False,Intermediate
Voices Union,We aim to hands-on cooking nights and recipe exchanges. We welcome everyone to contribute their unique perspective.,http://www.bruce.net/,James Sanchez,garciaalvin@phillips-gibbs.com,"0932 Gregory Oval, Boston, MA 02113",Cooking,False,Tufts University,True,Intermediate
Roots of Cooking,"A space to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://www.christensen.info/,Jenna Phillips,matthew72@roberts-strickland.com,"60004 Decker Brooks, Boston, MA 02111",Cooking,True,Harvard,True,Advanced
Minds of Cooking,"We come together to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://monroe.org/,Charles Taylor,levipowell@brown.com,"1006 Arellano Walk, Boston, MA 02114",Cooking,True,Boston College,True,Beginner
Thinkers of Cooking,"Students gather here to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://brown.com/,Shannon Harvey,oharding@irwin-gonzalez.com,"3098 George Rapid, Boston, MA 02215",Cooking,False,Harvard,True,Intermediate
Sessions of Cooking,"This group is designed to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",https://www.chen.biz/,Erik Alvarado,monica23@page.com,"090 Beasley Wells, Boston, MA 02109",Cooking,True,University of Massachusetts Boston,False,Advanced
Movement Union,"Students gather here to workshops on cuisine, technique, and food cultures. We welcome everyone to contribute their unique perspective.",https://black-maldonado.com/,Manuel Baldwin,djones@harrison-morgan.com,"990 Alexis Route, Boston, MA 02110",Cooking,False,University of Massachusetts Boston,False,Advanced
Vibes Team,"Be part of a community that learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",https://www.cortez.com/,Scott Diaz,mathew34@thompson-williams.info,"79396 Rivera Gardens, Boston, MA 02215",Cooking,True,University of Massachusetts Boston,False,Advanced
Cooking League,"Our mission is to workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",http://www.hamilton.biz/,Jackson Logan,crawfordjulie@holt.info,"2331 Elizabeth Glens, Boston, MA 02109",Cooking,True,Northeastern,False,Intermediate
Explorers Union,"Students gather here to learning, sharing, and enjoying food together. We welcome everyone to contribute their unique perspective.",https://reed-cowan.com/,Kyle Wood,hartsusan@flores.info,"577 Smith Spur, Boston, MA 02114",Cooking,False,Tufts University,False,Intermediate
Exchange Alliance,We come together to hands-on cooking nights and recipe exchanges. Connect with peers through regular meetups and events.,https://morgan.biz/,April Brown,matthewosborne@nichols.com,"6566 Joseph Cape, Boston, MA 02108",Cooking,True,Boston University,False,Advanced
Crew Guild,"We aim to hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",https://www.brown.com/,Zachary Krause,mccarthycynthia@rice.biz,"63768 Ryan Highway, Boston, MA 02108",Cooking,True,Northeastern,True,Intermediate
Pulse Coalition,"An opportunity to workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",http://rodriguez.com/,Brian Carpenter,vgarcia@mcbride.com,"9868 Barber Heights, Boston, MA 02115",Cooking,False,Massachusetts Institute of Technology,False,Advanced
Innovators of Cooking,"We aim to learning, sharing, and enjoying food together. Open to all students, regardless of background or experience.",http://graham.com/,Christina Fletcher,staceyvega@moreno.net,"952 Terry Lake, Boston, MA 02118",Cooking,True,Harvard,False,Advanced
Innovators Coalition,"Our mission is to hands-on cooking nights and recipe exchanges. Open to all students, regardless of background or experience.",https://gillespie.com/,Michael Martinez,gjones@garcia.net,"65329 Burns View, Boston, MA 02109",Cooking,True,University of Massachusetts Boston,False,Intermediate
Pulse League,"We aim to workshops on cuisine, technique, and food cultures. Open to all students, regardless of background or experience.",https://gordon.com/,Lisa Thompson,hfox@juarez-lee.com,"33461 Jackson Greens, Boston, MA 02114",Cooking,True,Northeastern,True,Beginner
Thinkers Society,We aim to hands-on cooking nights and recipe exchanges. We aim to build community through tradition and practice.,https://carson-wilson.com/,Tammy Holland,vazquezjose@cruz-hunt.com,"878 Rivera Hill, Boston, MA 02108",Cooking,False,Northeastern,True,Intermediate
